s2id,longitude,latitude,label,sublabel,iso3,source
bc4eac77,-67.60878990073562,-54.93163062348856,TERMINAL PESQUERO PUERTO WILLIAMS,CABO DE HORNOS,CHL,buffer
bc4eac81,-67.58405698126107,-54.92683578731712,PUERTO WILLIAMS,CABO DE HORNOS,CHL,buffer
96157625,-73.21460778507387,-39.398660391097636,QUEULE,TOLTÉN,CHL,provided_points
9618a3ff,-73.36792234020777,-42.33717422011116,TENAÚN,DALCAHUE,CHL,buffer
9619ea85,-72.32223309440792,-41.45337216669377,ROLLIZO,PUERTO VARAS,CHL,buffer
9621f66b,-73.72719089367845,-42.64338570147654,CHULCUY,PUQUELDÓN,CHL,buffer
962208e5,-73.527018918345,-42.408613688355835,PALQUI,CURACO DE VÉLEZ,CHL,buffer
96221d41,-73.67422320415318,-42.59749983121319,PUQUELDÓN,PUQUELDÓN,CHL,buffer
966159e1,-72.02607559999015,-34.39009613099648,PICHILEMU,PICHILEMU,CHL,buffer
96620947,-71.68809976968194,-33.20519921593195,QUINTAY,CASABLANCA,CHL,buffer
9666a58f,-72.0794062779121,-34.75176124124645,LLICO,VICHUQUÉN,CHL,buffer
966a7fa3,-73.43864657094976,-38.10245201113237,ANTIQUINA,CAÑETE,CHL,buffer
bc4eab81,-67.59664662566185,-54.92347776730405,PUERTO WILLIAMS,CABO DE HORNOS,CHL,buffer
bd96ddb3,-73.53020151020644,-47.811794082654615,MUELLE TORTEL,TORTEL,CHL,buffer
bdb2eee7,-70.32326198963666,-53.38940281984916,SANTA MARÍA,PORVENIR,CHL,buffer
96156fd3,-73.23230334821288,-39.239810123412084,LA BARRA,TOLTÉN,CHL,buffer
9618a3e1,-73.36792234020777,-42.32279748112352,TENAÚN,DALCAHUE,CHL,buffer
96220859,-73.50934740395657,-42.41079754299069,PALQUI,CURACO DE VÉLEZ,CHL,buffer
962208f9,-73.51523807373646,-42.40687835690169,PALQUI,CURACO DE VÉLEZ,CHL,provided_points
9622121d,-73.66833705295679,-42.381427405906635,DALCAHUE,DALCAHUE,CHL,buffer
963d12bb,-73.85660865786693,-40.946629847175565,SAN PEDRO,PURRANQUE,CHL,buffer
963d4a09,-73.83896574579468,-41.33647194739633,HUAHUAR,LOS MUERMOS,CHL,buffer
963d7555,-73.83896574579468,-40.77652414378599,CONDOR,RÍO NEGRO,CHL,provided_points
963d9f31,-73.80955739081857,-40.6982216909532,HUELLELHUE,RÍO NEGRO,CHL,buffer
966213d9,-71.6643687740171,-33.35888941501399,ALGARROBO,ALGARROBO,CHL,buffer
966844b1,-72.90766694335608,-36.491782714911764,BURCA,COELEMU,CHL,buffer
962208fd,-73.52112857859504,-42.40295836138274,PALQUI,CURACO DE VÉLEZ,CHL,buffer
96221d65,-73.68599499643787,-42.608761832737905,PUQUELDÓN,PUQUELDÓN,CHL,buffer
9641d793,-73.49167440696279,-37.99168293961571,HUENTELOLÉN,CAÑETE,CHL,buffer
9641d7fb,-73.47399993242304,-37.98398747719211,HUENTELOLÉN,CAÑETE,CHL,buffer
9641de81,-73.55646813390952,-37.866864642678934,PANGUE,LOS ÁLAMOS,CHL,buffer
96616185,-71.99051652850186,-34.137475292155315,TOPOCALMA,LITUECHE,CHL,buffer
966691c5,-72.20380680334925,-35.090844510941565,LA TRINCHERA,CUREPTO,CHL,buffer
9666a931,-72.03792768760417,-34.68128845894032,BOYERUCA,VICHUQUÉN,CHL,buffer
9669cbb1,-73.14381160213567,-36.81978910260514,BOCA SUR             ,SAN PEDRO DE LA PAZ,CHL,buffer
9669cbc3,-73.15561250562399,-36.837197086051894,BOCA SUR             ,SAN PEDRO DE LA PAZ,CHL,buffer
9691b595,-71.26069319438996,-29.876527438474824,"SAN PEDRO, LA SERENA",LA SERENA,CHL,buffer
bdad901b,-71.53688832796396,-53.15416180798304,MUELLE CRUCE CANAL FITZ ROY,RÍO VERDE,CHL,buffer
915aa995,-70.31523746624757,-18.479609556043727,CALETA ARICA,ARICA,CHL,buffer
961571d3,-73.2264049828266,-39.25409415605179,LA BARRA,TOLTÉN,CHL,buffer
9618a6ad,-73.37971132308425,-42.3437181938852,TENAÚN,DALCAHUE,CHL,buffer
963d0d25,-73.85660865786693,-40.90231819314393,MANQUEMAPU,PURRANQUE,CHL,buffer
966159df,-72.02014938016661,-34.38919987260202,PICHILEMU,PICHILEMU,CHL,buffer
96620913,-71.69403225304367,-33.18981187532968,QUINTAY,CASABLANCA,CHL,buffer
96620971,-71.68216717990752,-33.18258364016667,QUINTAY,CASABLANCA,CHL,buffer
966844b7,-72.90766694335608,-36.497032509118,BURCA,COELEMU,CHL,buffer
9689a439,-71.4447785226362,-32.50400626240764,PAPUDO,PAPUDO,CHL,buffer
9689dd69,-71.55755855143371,-32.9625864757545,MONTEMAR,VINA DEL MAR,CHL,buffer
9691b5df,-71.28445126374159,-29.87443098823249,"SAN PEDRO, LA SERENA",LA SERENA,CHL,buffer
bdb2f229,-70.44461886566147,-53.309097667744496,BAHÍA CHILOTA,PORVENIR,CHL,buffer
96156e2f,-73.22050646171755,-39.23806807251664,LA BARRA,TOLTÉN,CHL,buffer
96157639,-73.21460778507387,-39.388580959971215,QUEULE,TOLTÉN,CHL,buffer
963d0d5f,-73.86248927728694,-40.932705452002025,SAN PEDRO,PURRANQUE,CHL,buffer
963d9f27,-73.79779282764616,-40.70147416828808,HUELLELHUE,RÍO NEGRO,CHL,buffer
966216b5,-71.68809976968194,-33.39501270804201,EL QUISCO,EL QUISCO,CHL,buffer
9666aed3,-72.04977930457126,-34.68843614875264,BOYERUCA,VICHUQUÉN,CHL,buffer
966a7f9f,-73.44453920516703,-38.09815888145239,ANTIQUINA,CAÑETE,CHL,buffer
bd96dc49,-73.54230343825311,-47.80343463050666,MUELLE TORTEL,TORTEL,CHL,buffer
bd96ddad,-73.52363639543516,-47.81082809221654,MUELLE TORTEL,TORTEL,CHL,buffer
bdb2f179,-70.436411790292,-53.29648592348913,TERMINAL PESQUERO PORVENIR,PORVENIR,CHL,buffer
962208fb,-73.52112857859504,-42.40774619756565,PALQUI,CURACO DE VÉLEZ,CHL,buffer
96220f9f,-73.6094662335665,-42.435083327933626,CURACO DE VELEZ,CURACO DE VÉLEZ,CHL,buffer
963d3e1b,-73.92128576371607,-41.10825174903889,PUNTA CAPITANES,FRESIA,CHL,buffer
9641de83,-73.55646813390952,-37.87202771123624,PANGUE,LOS ÁLAMOS,CHL,buffer
96664c19,-72.6239870292375,-35.573743661341894,LOANCO,CHANCO,CHL,buffer
9669cba5,-73.149712130518,-36.81541488542822,BOCA SUR             ,SAN PEDRO DE LA PAZ,CHL,buffer
966a7f9b,-73.4504316767123,-38.10415315615163,ANTIQUINA,CAÑETE,CHL,buffer
9689c2d7,-71.5278831204,-32.925429711557136,HIGUERILLAS,CONCÓN,CHL,buffer
bd96dc4b,-73.53953531668974,-47.808096974271066,MUELLE TORTEL,TORTEL,CHL,buffer
9150075f,-70.31523746624757,-18.507984708874957,CALETA QUIANE,ARICA,CHL,buffer
91502d11,-70.27357185102822,-19.196470359053237,CALETA CAMARONES,CAMARONES,CHL,buffer
96220f7d,-73.5976900487017,-42.447715227002746,CURACO DE VELEZ,CURACO DE VÉLEZ,CHL,buffer
96220f7f,-73.60357822499893,-42.44857824862933,CURACO DE VELEZ,CURACO DE VÉLEZ,CHL,buffer
96220f9d,-73.6094662335665,-42.43986962590767,CURACO DE VELEZ,CURACO DE VÉLEZ,CHL,buffer
963d0d27,-73.85660865786693,-40.897392569068046,MANQUEMAPU,PURRANQUE,CHL,buffer
9662115d,-71.67623448391132,-33.37153366481456,ALGARROBO,ALGARROBO,CHL,buffer
96621161,-71.67030168188423,-33.365211774083036,ALGARROBO,ALGARROBO,CHL,provided_points
9666a579,-72.0971810355057,-34.75445198852738,LLICO,VICHUQUÉN,CHL,buffer
96156e29,-73.22050646171755,-39.2431200710752,LA BARRA,TOLTÉN,CHL,buffer
9615760f,-73.19101152691519,-39.39012746621026,LOS PINOS ,TOLTÉN,CHL,buffer
96220901,-73.51523807373646,-42.39730227771363,PALQUI,CURACO DE VÉLEZ,CHL,buffer
96220dfb,-73.64479075217236,-42.373196990063185,DALCAHUE,DALCAHUE,CHL,buffer
962211fb,-73.66245073197356,-42.39015210891638,DALCAHUE,DALCAHUE,CHL,buffer
963d3e17,-73.91540691213947,-41.11232066602373,PUNTA CAPITANES,FRESIA,CHL,buffer
963d4a1d,-73.82720292810038,-41.325004718240656,HUAHUAR,LOS MUERMOS,CHL,buffer
963d9ed7,-73.79191028512416,-40.695687196576095,HUELLELHUE,RÍO NEGRO,CHL,buffer
9666bd23,-72.16234590105786,-34.89254915770874,DUAO,LICANTÉN,CHL,buffer
9669cb99,-73.16151272726542,-36.81712888432809,BOCA SUR             ,SAN PEDRO DE LA PAZ,CHL,buffer
966a7f73,-73.44453920516703,-38.08786998061071,ANTIQUINA,CAÑETE,CHL,buffer
91502d41,-70.26166683895148,-19.206515389344247,CALETA CAMARONES,CAMARONES,CHL,buffer
9641de7f,-73.55646813390952,-37.86170119076017,PANGUE,LOS ÁLAMOS,CHL,buffer
966159cd,-72.00237001891533,-34.375773388217986,PICHILEMU,PICHILEMU,CHL,buffer
966163d5,-72.00237001891533,-34.12849968061269,TOPOCALMA,LITUECHE,CHL,buffer
9689a447,-71.4447785226362,-32.509466417341685,PAPUDO,PAPUDO,CHL,buffer
9689dd35,-71.54568868431801,-32.93902218028832,HIGUERILLAS,CONCÓN,CHL,buffer
9689dd3f,-71.54568868431801,-32.955340127877804,MONTEMAR,VINA DEL MAR,CHL,buffer
bc4eab89,-67.61313294898257,-54.92667270804311,TERMINAL PESQUERO PUERTO WILLIAMS,CABO DE HORNOS,CHL,buffer
bdad9aab,-71.51869452836745,-53.167962306087524,MUELLE CRUCE CANAL FITZ ROY,RÍO VERDE,CHL,buffer
915aa985,-70.32714137082867,-18.46953943043475,CALETA ARICA,ARICA,CHL,buffer
915aa98f,-70.32714137082867,-18.475214372889937,CALETA ARICA,ARICA,CHL,buffer
963d0ccf,-73.85072786268732,-40.881770670085615,MANQUEMAPU,PURRANQUE,CHL,buffer
9661617d,-72.00829658943874,-34.13477642924258,TOPOCALMA,LITUECHE,CHL,buffer
96620969,-71.68216717990752,-33.19344211388934,QUINTAY,CASABLANCA,CHL,buffer
9662096f,-71.68216717990752,-33.18801302431192,QUINTAY,CASABLANCA,CHL,buffer
96621171,-71.68216717990752,-33.35617726789893,ALGARROBO,ALGARROBO,CHL,buffer
966691d3,-72.19196144336388,-35.094383621922205,LA TRINCHERA,CUREPTO,CHL,buffer
9689a449,-71.43884173436915,-32.508563091006664,PAPUDO,PAPUDO,CHL,buffer
bc4eab7f,-67.58840380629475,-54.92187933630579,PUERTO WILLIAMS,CABO DE HORNOS,CHL,buffer
bc4eac65,-67.59185288042046,-54.93994812446468,TERMINAL PESQUERO PUERTO WILLIAMS,CABO DE HORNOS,CHL,buffer
9618a155,-73.37381691185624,-42.3380506774553,TENAÚN,DALCAHUE,CHL,buffer
9619ea7b,-72.32223309440792,-41.43881218076656,ROLLIZO,PUERTO VARAS,CHL,buffer
962208f1,-73.52112857859504,-42.41253360051625,PALQUI,CURACO DE VÉLEZ,CHL,buffer
96668e27,-72.20380680334925,-35.10682864189914,LA TRINCHERA,CUREPTO,CHL,buffer
966696e3,-72.19196144336388,-34.98775523706544,LA PESCA,LICANTÉN,CHL,buffer
966696fd,-72.19196144336388,-34.98242033000113,LA PESCA,LICANTÉN,CHL,buffer
966aaba7,-73.40328736003764,-38.74232143130759,NEHUENTUE,CARAHUE,CHL,buffer
9689c2d3,-71.53381840988386,-32.93177418557018,HIGUERILLAS,CONCÓN,CHL,buffer
bdb2eebd,-70.35082126351182,-53.3997334273499,SANTA MARÍA,PORVENIR,CHL,buffer
91500745,-70.32118944973311,-18.519976720594787,CALETA QUIANE,ARICA,CHL,provided_points
96220853,-73.50345656944275,-42.40035382925713,PALQUI,CURACO DE VÉLEZ,CHL,buffer
963d3e6d,-73.92128576371607,-41.12297606809473,PUNTA CAPITANES,FRESIA,CHL,buffer
9641de85,-73.55057862251225,-37.87118519873055,PANGUE,LOS ÁLAMOS,CHL,buffer
96669717,-72.17419248428797,-34.99040690576856,LA PESCA,LICANTÉN,CHL,buffer
9689a441,-71.45071521232215,-32.51036943173726,PAPUDO,PAPUDO,CHL,buffer
9689c33d,-71.51007664517378,-32.91183418259548,SAN PEDRO-CONCÓN,CONCÓN,CHL,buffer
bd96dc37,-73.54886627832192,-47.80439915392425,MUELLE TORTEL,TORTEL,CHL,buffer
bdb2f19d,-70.42492400958517,-53.30013633348938,TERMINAL PESQUERO PORVENIR,PORVENIR,CHL,buffer
91502d6b,-70.26166683895148,-19.20082984734581,CALETA CAMARONES,CAMARONES,CHL,buffer
96156e2d,-73.2264049828266,-39.23893926902459,LA BARRA,TOLTÉN,CHL,buffer
9621f63b,-73.71542149279826,-42.63213351133918,CHULCUY,PUQUELDÓN,CHL,buffer
96221d6b,-73.68010918537584,-42.59835866729549,PUQUELDÓN,PUQUELDÓN,CHL,provided_points
9641d7fd,-73.4681081134409,-37.983139330004,HUENTELOLÉN,CAÑETE,CHL,buffer
9661577d,-72.00829658943874,-34.39277386067722,PICHILEMU,PICHILEMU,CHL,buffer
966159d9,-72.01422304325267,-34.388303291594944,PICHILEMU,PICHILEMU,CHL,buffer
9661617f,-72.00237001891533,-34.13388231090591,TOPOCALMA,LITUECHE,CHL,buffer
9662112d,-71.70589689976562,-33.39229957308846,EL QUISCO,EL QUISCO,CHL,buffer
96621133,-71.69996462980187,-33.391398207026974,EL QUISCO,EL QUISCO,CHL,buffer
96664c1d,-72.61807361493887,-35.57817359138281,LOANCO,CHANCO,CHL,buffer
9666bd2f,-72.15049883119289,-34.89075982177934,PICHIBUDI,LICANTÉN,CHL,buffer
9669cbbb,-73.149712130518,-36.82064664750965,BOCA SUR             ,SAN PEDRO DE LA PAZ,CHL,buffer
bdad900b,-71.54536078502427,-53.16666279520148,MUELLE CRUCE CANAL FITZ ROY,RÍO VERDE,CHL,buffer
bdb2eec1,-70.33518132379423,-53.3970592681372,SANTA MARÍA,PORVENIR,CHL,buffer
9618a401,-73.36792234020777,-42.34196560207629,TENAÚN,DALCAHUE,CHL,buffer
9619ea89,-72.31631297173891,-41.44758292369164,ROLLIZO,PUERTO VARAS,CHL,buffer
963d0cc3,-73.86248927728694,-40.88345532411074,MANQUEMAPU,PURRANQUE,CHL,buffer
9641d7f9,-73.47399993242304,-37.97883416361959,HUENTELOLÉN,CAÑETE,CHL,buffer
9661618f,-71.98458960899279,-34.13658014306788,TOPOCALMA,LITUECHE,CHL,buffer
966216d1,-71.70589689976562,-33.403136082248245,EL QUISCO,EL QUISCO,CHL,buffer
9666970f,-72.17419248428797,-34.97973778737731,LA PESCA,LICANTÉN,CHL,buffer
9669cb95,-73.16151272726542,-36.82759222607518,BOCA SUR             ,SAN PEDRO DE LA PAZ,CHL,buffer
966a7f0b,-73.43864657094976,-38.092163957936535,ANTIQUINA,CAÑETE,CHL,buffer
966a7f85,-73.45632398539804,-38.10500322233931,ANTIQUINA,CAÑETE,CHL,buffer
966aaaff,-73.42096769414147,-38.74998631175382,NEHUENTUE,CARAHUE,CHL,buffer
9689dd3b,-71.53975359792022,-32.948996977444814,MONTEMAR,VINA DEL MAR,CHL,buffer
9615761f,-73.20280996593503,-39.401953361015,QUEULE,TOLTÉN,CHL,buffer
9618a153,-73.37971132308425,-42.33892678462947,TENAÚN,DALCAHUE,CHL,buffer
963da007,-73.85072786268732,-40.77327316736084,CONDOR,RÍO NEGRO,CHL,buffer
96615427,-72.01422304325267,-34.47950787765984,CÁHUIL,PICHILEMU,CHL,buffer
96685d27,-72.88403947022445,-36.43053728501854,PERALES,COELEMU,CHL,buffer
915aa9bf,-70.3092854205637,-18.478969327097875,CALETA ARICA,ARICA,CHL,buffer
96221d6d,-73.68599499643787,-42.59921715362712,PUQUELDÓN,PUQUELDÓN,CHL,buffer
9666a58d,-72.07348112047141,-34.750863676494404,LLICO,VICHUQUÉN,CHL,buffer
9666a599,-72.08533131635826,-34.76335208620729,LLICO,VICHUQUÉN,CHL,buffer
9666abfb,-72.03792768760417,-34.64382672078497,BUCALEMU,PAREDONES,CHL,buffer
966844ab,-72.90176029291895,-36.48041361675734,BURCA,COELEMU,CHL,buffer
96685d19,-72.87222486416424,-36.4235445062008,PERALES,COELEMU,CHL,buffer
9689a469,-71.45665180323586,-32.51673216995885,PAPUDO,PAPUDO,CHL,buffer
9689dd39,-71.54568868431801,-32.94990110114563,MONTEMAR,VINA DEL MAR,CHL,buffer
96221d17,-73.68010918537584,-42.588812271615296,PUQUELDÓN,PUQUELDÓN,CHL,buffer
963d4a05,-73.83308442445453,-41.330738700118474,HUAHUAR,LOS MUERMOS,CHL,provided_points
963d4aa5,-73.83308442445453,-41.38936509049029,ESTAQUILLA,LOS MUERMOS,CHL,buffer
9661569f,-72.02014938016661,-34.475043088686554,CÁHUIL,PICHILEMU,CHL,buffer
9662093d,-71.69996462980187,-33.20156915828992,QUINTAY,CASABLANCA,CHL,buffer
96621167,-71.67623448391132,-33.36611443252869,ALGARROBO,ALGARROBO,CHL,buffer
966691cf,-72.19788418475655,-35.0899501008263,LA TRINCHERA,CUREPTO,CHL,buffer
96685cfd,-72.86040968045597,-36.43231138659725,PERALES,COELEMU,CHL,buffer
9689c2c5,-71.53975359792022,-32.921797892953336,HIGUERILLAS,CONCÓN,CHL,buffer
96157641,-73.20870895308364,-39.38266786282011,LOS PINOS ,TOLTÉN,CHL,buffer
9619ea7f,-72.32815309028528,-41.44460189614475,ROLLIZO,PUERTO VARAS,CHL,buffer
9621f623,-73.72130627897258,-42.62821951894241,CHULCUY,PUQUELDÓN,CHL,buffer
966216d3,-71.70589689976562,-33.39771797715799,EL QUISCO,EL QUISCO,CHL,buffer
96664c03,-72.61807361493887,-35.58347891382917,LOANCO,CHANCO,CHL,buffer
9691b5c1,-71.26663285118606,-29.87182244322648,"SAN PEDRO, LA SERENA",LA SERENA,CHL,buffer
bd96dc5b,-73.53194663745121,-47.7968428626223,MUELLE TORTEL,TORTEL,CHL,buffer
91502d39,-70.2676193753224,-19.212864600666084,CALETA CAMARONES,CAMARONES,CHL,buffer
96156fd5,-73.23230334821288,-39.244862184569484,LA BARRA,TOLTÉN,CHL,buffer
963d129d,-73.87424998810265,-40.939311877266874,SAN PEDRO,PURRANQUE,CHL,buffer
963d3e6b,-73.91540691213947,-41.12213641597901,PUNTA CAPITANES,FRESIA,CHL,buffer
963d49f5,-73.8213212569187,-41.31927000190539,HUAHUAR,LOS MUERMOS,CHL,buffer
963d9ff9,-73.83896574579468,-40.766651573660575,CONDOR,RÍO NEGRO,CHL,buffer
966691d7,-72.19788418475655,-35.100606401938464,LA TRINCHERA,CUREPTO,CHL,provided_points
9666a59f,-72.09125623561958,-34.76424912704071,LLICO,VICHUQUÉN,CHL,buffer
9666abf7,-72.0438535550138,-34.639371993345414,BUCALEMU,PAREDONES,CHL,provided_points
9666bd25,-72.1564224268596,-34.891654652329024,PICHIBUDI,LICANTÉN,CHL,buffer
9689c2b7,-71.55162366888618,-32.92904560545083,HIGUERILLAS,CONCÓN,CHL,buffer
bdb2eeb9,-70.33928345558147,-53.4033780085172,SANTA MARÍA,PORVENIR,CHL,buffer
9615702b,-73.23230334821288,-39.249913844860764,LA BARRA,TOLTÉN,CHL,buffer
9618a157,-73.37381691185624,-42.33325884960785,TENAÚN,DALCAHUE,CHL,buffer
96220dff,-73.65067758139439,-42.37884945283721,DALCAHUE,DALCAHUE,CHL,buffer
963d732b,-73.83896574579468,-40.88993786309573,MANQUEMAPU,PURRANQUE,CHL,buffer
9666971b,-72.1801155929394,-34.98596707952283,LA PESCA,LICANTÉN,CHL,buffer
bdad9aa1,-71.54187305742967,-53.171676867348204,MUELLE CRUCE CANAL FITZ ROY,RÍO VERDE,CHL,buffer
91502d3b,-70.27357185102822,-19.21352798103084,CALETA CAMARONES,CAMARONES,CHL,buffer
96220f65,-73.59180170486191,-42.44206646389272,CURACO DE VELEZ,CURACO DE VÉLEZ,CHL,buffer
963d4a1b,-73.82720292810038,-41.32989299743545,HUAHUAR,LOS MUERMOS,CHL,buffer
9641d7eb,-73.48578307937143,-37.99598838545686,HUENTELOLÉN,CAÑETE,CHL,buffer
9641d7f5,-73.48578307937143,-37.98052937067713,HUENTELOLÉN,CAÑETE,CHL,buffer
96615699,-72.02014938016661,-34.46968029345571,CÁHUIL,PICHILEMU,CHL,buffer
9666abf5,-72.0438535550138,-34.6340186290928,BUCALEMU,PAREDONES,CHL,buffer
9666bd21,-72.16234590105786,-34.887208936135195,DUAO,LICANTÉN,CHL,buffer
9689c331,-71.51007664517378,-32.92271448939705,SAN PEDRO-CONCÓN,CONCÓN,CHL,buffer
bc4eac6f,-67.60009993455745,-54.941546739013035,TERMINAL PESQUERO PUERTO WILLIAMS,CABO DE HORNOS,CHL,buffer
bd96dc35,-73.54609913645271,-47.80906179777699,MUELLE TORTEL,TORTEL,CHL,buffer
9621f641,-73.72130627897258,-42.64252956808928,CHULCUY,PUQUELDÓN,CHL,buffer
963d129b,-73.87424998810265,-40.94423419180267,SAN PEDRO,PURRANQUE,CHL,buffer
