s2cell_id,lat,lon,geom_point,n_vessel,label,sublabel
3662846464779878400,7.330496325,134.45602036956524,POINT(134.456020369565 7.33049632505052),1,Malakal Harbor,PLW
3662846018103279616,7.334396535,134.45376534281198,POINT(134.453765342812 7.33439653454867),2,Malakal Harbor,PLW
